order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,region,product_id,category,product_name,sales,quantity,discount,profit,month,year,profit_margin,shipping_days,sub_category,postal_code,order_priority
193,10/26/2016,12/2/2019,Standard Shipping,193,Deedee Gildroy,Consumer,Norway,Hamar,Hedmark,North,193,Furniture,mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,906.67,50,0.23,336.32,4,2020,0.31,5,Phones,2305,Medium
194,3/14/2018,8/15/2016,Express Shipping,194,Jeni Minear,Corporate,Indonesia,Banturkrajan,,West,194,Office Supplies,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,225.87,70,0.29,296.31,9,2018,0.43,10,Chairs,,High
195,8/12/2019,11/20/2020,Express Shipping,195,Glory Del Monte,Corporate,China,Shiniu,,West,195,Technology,duis at velit eu est congue elementum in hac habitasse,577.14,32,0.47,341.88,4,2015,0.15,7,Binders,,High
196,2/21/2019,7/2/2016,Standard Shipping,196,Immanuel Penas,Consumer,Indonesia,Sungaikakap,,North,196,Furniture,ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,493.24,33,0.28,291.72,12,2015,0.49,7,Phones,,High
197,6/16/2018,2/4/2016,Standard Shipping,197,Mikkel Erridge,Home Office,Saudi Arabia,Mizhirah,,East,197,Technology,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,916.92,73,0.46,128.9,11,2016,0.1,10,Chairs,,Low
198,7/19/2017,10/2/2018,Same Day Shipping,198,Von Sammonds,Consumer,China,Zhangdan,,West,198,Technology,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,84.57,42,0.43,156.14,1,2016,0.34,7,Phones,,Medium
199,2/20/2019,4/20/2016,Express Shipping,199,Sherye Grishakov,Corporate,Brazil,IgarapÃ©,,South,199,Office Supplies,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,287.05,8,0.33,335.69,5,2015,0.35,5,Binders,32900-000,Medium
200,10/10/2019,6/29/2020,Standard Shipping,200,Virge Cowmeadow,Home Office,Colombia,QuinchÃ­a,,East,200,Furniture,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,186.15,86,0.29,493.27,4,2018,0.24,7,Chairs,664008,Medium
201,1/16/2015,4/11/2018,Standard Shipping,201,Lenette Mongeot,Corporate,Brazil,Cachoeira do Sul,,South,201,Office Supplies,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,226.93,70,0.3,330.27,1,2020,0.21,3,Binders,96500-000,Low
202,10/28/2019,11/4/2017,Standard Shipping,202,Bayard Spears,Corporate,China,Dayan,,East,202,Technology,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,934.25,49,0.47,493.99,10,2017,0.4,7,Phones,,High
203,8/31/2015,12/27/2016,Same Day Shipping,203,Brannon Sixsmith,Corporate,Russia,Tomilino,,East,203,Office Supplies,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,89.84,59,0.19,425.21,10,2019,0.41,3,Phones,140074,Medium
204,11/8/2015,2/15/2017,Express Shipping,204,Templeton Nears,Corporate,New Zealand,Wellington,,East,204,Furniture,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,996.81,63,0.29,102.77,9,2017,0.19,10,Binders,6149,High
205,12/4/2017,12/7/2020,Express Shipping,205,Bayard Newlands,Home Office,Mexico,Santa Cruz,Veracruz Llave,South,205,Furniture,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,262.61,23,0.08,454.88,4,2020,0.36,4,Binders,92733,Medium
206,6/11/2017,4/1/2017,Standard Shipping,206,Mohandas Binden,Corporate,Canada,Hudson Bay,Saskatchewan,North,206,Technology,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,866.54,36,0.01,495.69,6,2017,0.06,9,Phones,K2J,Medium
207,11/21/2019,10/2/2015,Standard Shipping,207,Davita Kix,Corporate,Indonesia,Dusun Tengah Cihaurbeuti,,North,207,Office Supplies,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,743.32,87,0.1,288.42,2,2019,0.07,3,Chairs,,High
208,6/27/2019,9/8/2020,Same Day Shipping,208,Brianna Sweetsur,Consumer,Russia,Strogino,,South,208,Technology,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,549.69,71,0.44,71.07,5,2019,0.18,1,Phones,669469,High
209,8/7/2016,3/14/2019,Same Day Shipping,209,Randolph Ransbury,Consumer,Mexico,Morelos,Veracruz Llave,East,209,Technology,ut tellus nulla ut erat id mauris vulputate elementum nullam,583.06,75,0.12,416.62,3,2015,0.23,9,Binders,93820,Low
210,11/23/2019,9/22/2018,Express Shipping,210,Thomasine Laurence,Consumer,Brazil,IporÃ¡,,South,210,Office Supplies,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,718.36,6,0.02,340.03,1,2015,0.17,4,Phones,76200-000,Medium
211,9/23/2016,6/23/2017,Same Day Shipping,211,Pamelina Pottery,Home Office,Indonesia,Rancapanjang,,East,211,Technology,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,387.76,16,0.11,188.58,8,2018,0.19,1,Binders,,Low
212,11/19/2018,5/7/2016,Express Shipping,212,Dane Colrein,Home Office,Ecuador,La ManÃ¡,,North,212,Office Supplies,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,254.66,90,0.1,146.1,7,2015,0.31,5,Binders,,Low
213,7/11/2020,12/5/2018,Standard Shipping,213,Veronica Moreby,Consumer,Dominican Republic,San JosÃ© de Ocoa,,South,213,Office Supplies,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo,240.59,59,0.47,20.67,10,2017,0.25,9,Chairs,11809,High
214,3/21/2020,8/28/2020,Same Day Shipping,214,Ken Chace,Corporate,China,Qiantang,,South,214,Furniture,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,416.44,29,0.36,76.3,8,2016,0.38,5,Phones,,Low
215,1/20/2018,2/10/2018,Standard Shipping,215,Roch Crosen,Consumer,Serbia,Idvor,,West,215,Furniture,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,977.33,99,0.45,26.41,6,2015,0.3,4,Phones,,High
216,7/22/2016,11/4/2016,Standard Shipping,216,Maddy Glenn,Home Office,Indonesia,Kebonagung,,West,216,Furniture,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,853.28,45,0.19,22.65,1,2020,0.25,6,Binders,,Medium
217,1/24/2017,6/19/2015,Same Day Shipping,217,Hebert Critoph,Home Office,Indonesia,Padangsidempuan,,East,217,Technology,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,619.09,48,0.31,292.08,8,2020,0.32,5,Chairs,,Low
218,5/8/2019,10/21/2017,Express Shipping,218,Tracy Kamien,Corporate,Portugal,Estombar,Faro,South,218,Office Supplies,at turpis a pede posuere nonummy integer non velit donec diam neque,360.14,3,0.41,384.06,4,2016,0.25,8,Phones,8400-017,Low
219,7/7/2019,2/15/2019,Same Day Shipping,219,Genna Cummungs,Corporate,Poland,TrzebiatÃ³w,,North,219,Technology,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,146.59,44,0.33,487.98,1,2018,0.2,10,Chairs,72-321,Medium
220,4/29/2020,12/23/2019,Same Day Shipping,220,Adamo O'Currigan,Consumer,Philippines,Calancuasan Norte,,South,220,Furniture,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,911.13,16,0.12,6.7,5,2016,0.4,3,Chairs,1807,High
221,4/13/2018,10/21/2015,Standard Shipping,221,Konstantine Fadden,Corporate,China,Jishan,,East,221,Furniture,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,413.11,36,0.43,211.94,3,2016,0.38,6,Chairs,,High
222,6/26/2018,3/11/2017,Same Day Shipping,222,Kylila Charer,Corporate,China,Xianan,,West,222,Technology,libero nam dui proin leo odio porttitor id consequat in consequat,441.78,69,0.33,446.53,5,2016,0.37,4,Phones,,Low
223,12/31/2016,4/26/2019,Same Day Shipping,223,Maxie Whittleton,Home Office,Japan,Kishiwada,,North,223,Technology,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,395.78,31,0.18,178.14,11,2018,0.11,1,Binders,571-0002,Medium
224,6/21/2020,11/27/2020,Express Shipping,224,Philippe Hankard,Corporate,Russia,Tuymazy,,West,224,Furniture,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,609.01,34,0.2,469.1,5,2020,0.09,4,Chairs,452778,Low
225,8/11/2016,4/17/2020,Same Day Shipping,225,Cristin Legrand,Home Office,China,Taibao,,West,225,Office Supplies,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,697.89,14,0.1,237.36,5,2016,0.41,1,Chairs,,Low
226,6/17/2015,10/15/2020,Same Day Shipping,226,Tome Vader,Corporate,Poland,OlszÃ³wka,,East,226,Office Supplies,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,889.41,56,0.16,262.86,5,2017,0.37,10,Chairs,62-641,High
227,2/16/2017,6/19/2019,Standard Shipping,227,Kent Munroe,Consumer,Egypt,Luxor,,West,227,Technology,sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,108.03,99,0.29,297.22,3,2019,0.07,8,Chairs,,Medium
228,9/20/2017,2/19/2019,Express Shipping,228,Meta Penny,Home Office,Colombia,GualmatÃ¡n,,South,228,Technology,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,331.59,16,0.18,64.55,3,2018,0.08,4,Phones,524528,Low
229,3/3/2017,5/3/2017,Same Day Shipping,229,Neilla Lapides,Consumer,United States,Omaha,Nebraska,East,229,Office Supplies,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,922.66,49,0.22,63.55,10,2016,0.44,3,Chairs,68144,Low
230,8/17/2015,3/10/2017,Express Shipping,230,Brockie Capozzi,Corporate,China,Jinping,,North,230,Office Supplies,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,820.15,24,0.17,458.52,8,2018,0.42,1,Phones,,High
231,1/7/2018,7/1/2015,Same Day Shipping,231,Roshelle Tribble,Corporate,Poland,Choszczno,,South,231,Furniture,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,826.17,72,0.37,25.54,3,2017,0.35,5,Binders,73-201,Medium
232,10/16/2018,11/7/2020,Same Day Shipping,232,Edith Kirrens,Home Office,Moldova,MÃ®ndreÅti,,West,232,Technology,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor,613.26,36,0.33,105.83,9,2016,0.15,10,Binders,MD-5840,Medium
233,12/14/2015,7/22/2018,Express Shipping,233,Gabriela Mendel,Consumer,Indonesia,Palebunan,,West,233,Furniture,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi,719.22,45,0.11,164.68,6,2017,0.41,4,Phones,,Low
234,8/4/2020,9/6/2019,Express Shipping,234,Guy Conley,Home Office,Russia,Sinyavino,,East,234,Furniture,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,486.52,2,0.28,478.29,10,2017,0.17,2,Chairs,187327,Low
235,12/30/2020,7/18/2016,Standard Shipping,235,Roberta Gross,Home Office,Russia,Karabash,,East,235,Technology,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,506.75,3,0.06,55.25,4,2015,0.42,10,Chairs,423229,High
236,7/6/2018,3/29/2019,Same Day Shipping,236,Dominique Sambell,Home Office,China,Butou,,West,236,Furniture,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,448.33,16,0.44,380.41,9,2015,0.22,4,Binders,,Medium
237,5/26/2017,4/16/2015,Express Shipping,237,Filmer Pittaway,Home Office,Russia,Peterhof,,South,237,Furniture,nulla sed vel enim sit amet nunc viverra dapibus nulla,789.66,71,0.34,112.23,6,2020,0.46,4,Chairs,198804,Low
238,7/14/2018,3/2/2017,Same Day Shipping,238,Ardenia MacSwayde,Corporate,Uganda,Moyo,,West,238,Office Supplies,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,278.64,100,0.21,291.92,12,2015,0.24,6,Phones,,Medium
239,6/23/2019,1/21/2016,Same Day Shipping,239,Crystie Chree,Home Office,New Zealand,Wellington,,West,239,Office Supplies,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,408.01,46,0.0,179.19,11,2016,0.16,6,Binders,6149,Medium
240,1/27/2016,4/23/2018,Same Day Shipping,240,Ronica Ownsworth,Consumer,Argentina,ChajarÃ­,,South,240,Furniture,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce,348.69,68,0.22,219.32,11,2016,0.47,6,Phones,3228,Low
241,5/14/2017,11/9/2018,Standard Shipping,241,Franciskus Mingardi,Corporate,Portugal,QuintÃ£,Viseu,West,241,Furniture,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,366.57,21,0.42,3.57,8,2015,0.07,3,Phones,5100-724,Low
242,8/4/2020,12/1/2015,Same Day Shipping,242,Natalina Mynett,Consumer,Argentina,La Calera,,North,242,Technology,sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,211.65,62,0.38,49.73,7,2019,0.38,1,Phones,4158,High
243,11/11/2019,8/28/2017,Express Shipping,243,Lucian O'Curran,Home Office,Poland,Rychtal,,South,243,Office Supplies,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel,621.32,41,0.33,12.36,4,2018,0.49,5,Phones,63-630,Medium
244,2/24/2016,9/21/2019,Standard Shipping,244,Susy Drayn,Consumer,Portugal,Vila ChÃ£,Aveiro,North,244,Furniture,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,661.24,46,0.29,359.68,4,2017,0.3,1,Phones,3720-727,Medium
245,8/25/2015,3/14/2019,Same Day Shipping,245,Alysa Gauntley,Consumer,Poland,PiÄtnica,,East,245,Office Supplies,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,711.6,56,0.31,173.43,1,2016,0.37,2,Phones,18-421,Low
246,4/14/2015,3/5/2018,Standard Shipping,246,Jermaine Mayfield,Consumer,Nepal,ButwÄl,,West,246,Furniture,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,987.31,36,0.21,435.86,11,2015,0.36,2,Binders,,Medium
247,12/21/2019,1/9/2020,Express Shipping,247,Steve Lineham,Consumer,Brazil,Paracatu,,East,247,Technology,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque,739.45,14,0.05,113.16,4,2016,0.24,6,Chairs,38600-000,High
248,1/12/2015,1/22/2020,Standard Shipping,248,Brooke Growden,Corporate,China,Fuzihe,,West,248,Office Supplies,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,855.31,70,0.33,407.83,8,2017,0.5,5,Phones,,High
249,11/19/2015,4/7/2017,Express Shipping,249,Tommy Sharper,Corporate,Philippines,Manalongon,,South,249,Office Supplies,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,232.83,15,0.21,463.36,4,2020,0.36,10,Binders,7029,High
250,1/9/2020,2/22/2015,Express Shipping,250,Minette Agneau,Corporate,Dominican Republic,Santa Cruz de El Seibo,,West,250,Technology,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,415.0,25,0.34,378.69,7,2015,0.1,9,Binders,10905,Low
251,9/23/2018,5/19/2020,Standard Shipping,251,Agnese Janosevic,Consumer,China,Magutian,,East,251,Office Supplies,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,217.23,34,0.29,498.19,6,2015,0.23,1,Binders,,High
252,8/19/2015,11/1/2019,Express Shipping,252,Cob McCluin,Home Office,Poland,MiÄtne,,East,252,Furniture,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,301.5,7,0.21,239.72,10,2016,0.39,1,Binders,08-420,Low
253,10/25/2016,5/13/2017,Same Day Shipping,253,Giffard Itzkovici,Home Office,China,Bulianhe,,North,253,Furniture,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,911.22,68,0.11,414.82,3,2016,0.17,4,Chairs,,Low
254,10/30/2016,7/5/2017,Standard Shipping,254,Maureen Norway,Corporate,United States,Los Angeles,California,South,254,Office Supplies,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea,767.87,4,0.12,217.26,4,2017,0.27,4,Binders,90035,Medium
255,4/28/2020,10/2/2019,Standard Shipping,255,Ashbey Tarrant,Home Office,Malaysia,Kuala Lumpur,Kuala Lumpur,South,255,Technology,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio,219.86,57,0.01,443.77,10,2019,0.43,1,Binders,50933,Medium
256,8/26/2018,8/9/2018,Standard Shipping,256,Caldwell Pashen,Corporate,France,Bordeaux,Aquitaine,North,256,Office Supplies,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet,86.13,99,0.06,231.41,12,2020,0.49,8,Binders,33801 CEDEX,Medium
257,10/21/2017,9/24/2018,Same Day Shipping,257,Boyd Sainte Paul,Home Office,Benin,Abomey-Calavi,,North,257,Furniture,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio,583.9,68,0.1,179.31,9,2017,0.32,2,Chairs,,Medium
258,10/28/2016,8/26/2020,Standard Shipping,258,Abe Linney,Corporate,China,Cangshi,,East,258,Office Supplies,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,970.69,99,0.49,184.88,2,2018,0.29,3,Binders,,Low
259,2/20/2020,10/7/2019,Standard Shipping,259,Jan Hubner,Corporate,China,Sanhe,,West,259,Furniture,in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat,475.82,46,0.3,499.14,12,2018,0.19,1,Binders,,Low
260,7/28/2016,2/5/2015,Express Shipping,260,Wittie Leggett,Home Office,Russia,Firovo,,South,260,Furniture,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,35.87,16,0.28,304.11,8,2020,0.1,7,Chairs,161453,High
261,9/10/2020,1/29/2019,Same Day Shipping,261,Nelly Lymbourne,Home Office,Indonesia,Yosowilangun,,West,261,Technology,aliquam non mauris morbi non lectus aliquam sit amet diam in magna,122.87,31,0.22,437.16,9,2018,0.33,10,Chairs,,High
262,4/16/2018,10/9/2018,Express Shipping,262,Mellicent Apps,Corporate,Indonesia,Tanjung Kidul,,East,262,Technology,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,42.73,97,0.25,18.73,1,2015,0.06,1,Binders,,Low
263,5/13/2017,2/5/2015,Same Day Shipping,263,Charlean Brook,Consumer,Norway,Oslo,Oslo,North,263,Office Supplies,accumsan felis ut at dolor quis odio consequat varius integer ac leo,189.08,11,0.41,16.43,2,2018,0.11,8,Chairs,0113,High
264,6/21/2015,1/11/2020,Same Day Shipping,264,Della Burbank,Consumer,Czech Republic,Hronov,,South,264,Technology,eu est congue elementum in hac habitasse platea dictumst morbi,500.34,78,0.23,483.97,11,2018,0.31,3,Binders,549 31,High
265,2/18/2020,12/5/2016,Same Day Shipping,265,Gretel Reddin,Corporate,China,Yongâan,,West,265,Office Supplies,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,808.32,51,0.24,284.94,8,2017,0.41,5,Chairs,,Medium
266,12/11/2018,10/10/2019,Express Shipping,266,Upton Ioselev,Consumer,Sweden,Stockholm,Stockholm,South,266,Furniture,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,288.27,80,0.16,377.8,4,2017,0.43,6,Chairs,114 39,High
267,2/1/2017,12/19/2020,Standard Shipping,267,Berkie Daton,Consumer,Montenegro,MataguÅ¾i,,South,267,Furniture,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,968.82,59,0.21,333.45,7,2017,0.39,5,Binders,,High
268,9/20/2020,1/8/2020,Same Day Shipping,268,Alma Tivenan,Corporate,Brazil,SÃ£o Leopoldo,,North,268,Furniture,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,868.54,47,0.24,339.69,11,2018,0.38,6,Phones,93000-000,High
269,12/17/2017,1/16/2016,Standard Shipping,269,Regen Drennan,Consumer,Sweden,VÃ¤sterÃ¥s,VÃ¤stmanland,North,269,Furniture,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,397.44,51,0.03,307.72,1,2016,0.35,5,Phones,721 57,High
270,10/13/2015,12/26/2017,Standard Shipping,270,Sean Raistrick,Corporate,China,Taoyuan,,West,270,Technology,orci luctus et ultrices posuere cubilia curae mauris viverra diam,604.67,48,0.34,353.44,5,2015,0.23,6,Phones,,Low
271,5/12/2019,8/26/2020,Standard Shipping,271,Jobi Airdrie,Home Office,China,Taizi,,South,271,Furniture,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,296.88,66,0.28,338.99,8,2018,0.36,3,Binders,,Medium
272,7/26/2018,10/8/2020,Standard Shipping,272,Brennan Issacoff,Home Office,Portugal,Goim,Aveiro,South,272,Technology,duis mattis egestas metus aenean fermentum donec ut mauris eget massa,963.07,75,0.44,347.38,3,2015,0.06,2,Chairs,3700-871,High
273,3/23/2016,4/5/2018,Same Day Shipping,273,Celestyna Ganiclef,Home Office,Sierra Leone,Sumbuya,,North,273,Office Supplies,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,280.79,40,0.01,486.0,12,2020,0.06,7,Binders,,High
274,10/23/2017,3/31/2019,Standard Shipping,274,Viva Mitchell,Consumer,Cameroon,Garoua BoulaÃ¯,,South,274,Office Supplies,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,621.25,14,0.33,34.76,7,2016,0.39,3,Chairs,,High
275,2/23/2016,1/13/2019,Express Shipping,275,Otis Dooher,Corporate,Ecuador,Ibarra,,North,275,Furniture,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,93.0,64,0.03,153.52,6,2016,0.34,1,Phones,,Low
276,9/8/2017,10/5/2016,Express Shipping,276,Ginevra Cosslett,Consumer,China,Gyamco,,East,276,Office Supplies,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,82.85,84,0.17,207.1,10,2018,0.46,8,Phones,,Low
277,8/11/2017,7/15/2020,Same Day Shipping,277,Giraud Drewell,Consumer,China,Lincheng,,North,277,Office Supplies,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,370.27,31,0.2,307.81,3,2017,0.14,9,Binders,,High
278,4/4/2020,6/13/2018,Same Day Shipping,278,Gail Clearley,Consumer,Afghanistan,Dasht-e ArchÄ«,,South,278,Office Supplies,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,711.57,46,0.22,263.14,12,2020,0.4,3,Binders,,Medium
279,12/31/2015,7/1/2017,Same Day Shipping,279,Teresina Ockenden,Home Office,Latvia,Jaunpils,,North,279,Office Supplies,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,408.01,35,0.16,166.37,5,2019,0.13,5,Phones,,Low
280,7/3/2020,12/6/2018,Same Day Shipping,280,Novelia Gommes,Corporate,Portugal,Valada,SantarÃ©m,South,280,Furniture,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,736.99,19,0.05,342.56,8,2017,0.41,10,Phones,2070-510,Low
281,12/22/2016,2/14/2020,Express Shipping,281,Brannon MacPherson,Home Office,Ethiopia,ButajÄ«ra,,South,281,Furniture,congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,529.97,13,0.45,56.29,8,2018,0.09,7,Binders,,Low
282,9/15/2019,5/19/2018,Same Day Shipping,282,Shalne Siemon,Consumer,Brazil,Campinas,,South,282,Office Supplies,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,714.9,9,0.43,363.62,6,2017,0.48,2,Phones,13000-000,Low
283,12/4/2016,10/28/2020,Express Shipping,283,Billy Paulucci,Home Office,Indonesia,Cisewu,,East,283,Technology,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,479.9,8,0.28,474.75,8,2019,0.28,6,Chairs,,Medium
284,7/7/2016,12/16/2016,Same Day Shipping,284,Lester Baggally,Home Office,North Korea,Samho-rodongjagu,,West,284,Office Supplies,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis,329.42,22,0.23,410.25,1,2015,0.5,1,Chairs,,High
285,3/2/2018,2/28/2015,Express Shipping,285,Jaimie Povlsen,Consumer,Burkina Faso,Fada N'gourma,,South,285,Office Supplies,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst,456.19,9,0.33,34.43,4,2017,0.19,3,Phones,,Medium
286,11/15/2020,8/7/2020,Same Day Shipping,286,Worthy Gilfether,Consumer,China,Sajia,,South,286,Office Supplies,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,419.65,35,0.01,347.82,2,2017,0.35,5,Binders,,Medium
287,7/2/2020,12/15/2020,Express Shipping,287,Maggy Standbrook,Corporate,China,Zhangping,,East,287,Furniture,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,416.2,99,0.03,246.69,11,2019,0.2,4,Chairs,,Medium
288,9/8/2020,11/18/2015,Standard Shipping,288,Farand Massow,Consumer,China,Yantongtun,,East,288,Furniture,nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,388.58,82,0.24,494.83,3,2018,0.28,5,Phones,,High
289,2/4/2016,10/15/2020,Same Day Shipping,289,Bradney Novill,Home Office,United States,Beaumont,Texas,South,289,Technology,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,729.99,85,0.41,362.68,12,2016,0.27,2,Binders,77713,Low
290,11/28/2020,4/14/2015,Express Shipping,290,Forster Joselovitch,Consumer,Indonesia,Kumai,,East,290,Technology,porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,895.24,54,0.47,24.82,12,2017,0.18,6,Chairs,,Low
291,12/27/2020,1/13/2018,Same Day Shipping,291,Wendy Giaomozzo,Home Office,Brazil,Ceres,,East,291,Furniture,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,511.8,69,0.18,88.23,4,2015,0.37,5,Binders,76300-000,Low
